Caregiver Sex,Relationship to Child,Caregiver Age,Number of Children,District,City,Village,Section,Attended School,Education Level,Heard of Exclusive Breastfeeding,Exclusive Breastfeeding Meaning,Breastfeeding Duration,Breastmilk Sufficiency,Feeding Frequency,Benefits for Baby,Correct Responses Baby Benefits,Benefits for Mother,Correct Responses Mother Benefits,Maintaining Milk Supply,Correct Responses Milk Supply,Overcoming Barriers,Seeking Health Care,Perceived Benefits Exclusive,Perceived Barriers Exclusive,Perceived Benefits On Demand,Perceived Barriers On Demand,Confidence Breastfeeding,Confidence Expressing Milk,CHW Interaction Frequency,CHW Support Type,CHW Satisfaction,CHW Suggestions,Total Knowledge Score,High Knowledge
2. Female,1. Mother,28.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,2. Because babies cannot digest other foods before they are six months old,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,1. Delays fertility,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,2. So-so,3. Good,2. So-so,2. Ok/so-so,2. Ok/so-so,3. Sometimes,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,22.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,3. Higher,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,"2. Helps her lose the weight she gained during pregnancy, 5. Improves the relationship between the mother and baby",2.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",2. You are not sure,1. Not difficult,2. You are not sure,2. So-so,2. Ok/so-so,2. Ok/so-so,3. Sometimes,2. Nutrition advice,4. Satisfied,,4.0,1
1. Male,2. Father,29.0,2.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,3. Higher,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,1. Delays fertility,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,2. So-so,2. You are not sure,2. So-so,2. Ok/so-so,2. Ok/so-so,3. Sometimes,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,35.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,2. Helps her lose the weight she gained during pregnancy,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",1. Not good,2. So-so,3. Good,2. So-so,2. Ok/so-so,2. Ok/so-so,3. Sometimes,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,21.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,1. Primary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,1. Delays fertility,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,2. So-so,3. Good,2. So-so,2. Ok/so-so,2. Ok/so-so,3. Sometimes,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,27.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,4. Often,3. General health information,4. Satisfied,,3.0,0
2. Female,1. Mother,28.0,2.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,5. Always,1. Breastfeeding support,4. Satisfied,,3.0,0
2. Female,1. Mother,26.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",2. Protection from diarrhoea and other infections,1.0,5. Improves the relationship between the mother and baby,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,2. Ok/so-so,2. Ok/so-so,5. Always,3. General health information,4. Satisfied,,3.0,0
2. Female,1. Mother,26.0,3.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,5. Always,3. General health information,4. Satisfied,,3.0,0
2. Female,1. Mother,29.0,2.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,3. Higher,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,3. Confident,5. Always,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,26.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,2. So-so,3. Confidence,2. Ok/so-so,4. Often,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,27.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",2. Protection from diarrhoea and other infections,1.0,5. Improves the relationship between the mother and baby,1.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,3. Confident,4. Often,2. Nutrition advice,4. Satisfied,,3.0,0
2. Female,1. Mother,40.125,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,2. You are not sure,1. Not difficult,3. Confidence,2. Ok/so-so,4. Often,1. Breastfeeding support,4. Satisfied,,3.0,0
2. Female,1. Mother,26.0,3.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,4. Often,3. General health information,4. Satisfied,,3.0,0
2. Female,1. Mother,27.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,"1. Delays fertility, 2. Helps her lose the weight she gained during pregnancy, 5. Improves the relationship between the mother and baby",3.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,4. Often,3. General health information,4. Satisfied,,5.0,1
2. Female,1. Mother,30.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,1. Primary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,5. Improves the relationship between the mother and baby,1.0,1. Breastfeeding exclusively on demand,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,4. Often,"1. Breastfeeding support, 2. Nutrition advice, 3. General health information",4. Satisfied,,3.0,0
2. Female,1. Mother,31.0,1.0,PUNE,PUNE,KHADKI,GADDI ADDU,1. Yes,2. Secondary,1. Yes,1. Exclusive breastfeeding means that the infant gets only breastmilk and no other liquids or foods,1. From birth to six months,1. Because breastmilk provides all the nutrients and liquids a baby needs in its first six months,"1. On demand, whenever the baby wants",1. He/she grows healthily,1.0,"1. Delays fertility, 2. Helps her lose the weight she gained during pregnancy, 3. Lowers risk of cancer (breast and ovarian), 5. Improves the relationship between the mother and baby",4.0,3. Having a good nutrition/eating well/having a healthy or diversified diet,1.0,"1. Expressing breastmilk by hand, storing it and asking someone to give breastmilk to the baby","1. Seek professional help from healthcare services: doctors, nurses, midwives or other health professionals",3. Good,1. Not difficult,3. Good,1. Not difficult,3. Confidence,2. Ok/so-so,5. Always,2. Nutrition advice,4. Satisfied,,6.0,1
